task_id	task_id_hex	task_name	category	repeat	membership_status	arc_locator_id	arc_locator_path	subtask_count	step_count	dialogue_count
29	000000000000001d	Hầu Nhi Tửu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	5	2
30	000000000000001e	Ảnh Giả	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	4
31	000000000000001f	Đả Cẩu Trận Pháp	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	2
32	0000000000000020	Á Lão Đầu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	5	3
33	0000000000000021	Nạn Cá Sấu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	4
34	0000000000000022	Thương Nhân Thần Bí	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	3	2
35	0000000000000023	Bí Ẩn Phản Tộc	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	5	4
36	0000000000000024	Chứng Cứ Phản Loạn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	3
37	0000000000000025	Quý Hầu Mắc Nạn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	3
38	0000000000000026	Cược Đao Khách	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	3
39	0000000000000027	Cược Kiếm Khách	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	2
40	0000000000000028	Doanh Trại Cũ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	8	2
41	0000000000000029	Công Tử Si Tình	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	2
42	000000000000002a	Cô Phần	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	2
43	000000000000002b	Họa Rắn Cạp Nong	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	2	4
44	000000000000002c	Đồ Thôn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	3
45	000000000000002d	Sát Thủ Thổ Sơn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	3	3
46	000000000000002e	Nữ Vu Ca	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	2
47	000000000000002f	Đại Tuyết Chi Chủng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	7	2
48	0000000000000030	Lai Lịch Tống Thu Thạch	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	3	2
49	0000000000000031	Huynh Muội Du Thị	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	02	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_02_Giang_Ho_So_Khoi.md	1	4	3
50	0000000000000032	Chủ Nhân Thần Bí	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	9	1
51	0000000000000033	Băng Huyệt Bi Hào	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	1	3
52	0000000000000034	Côn Lôn Cố Sự	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	3
53	0000000000000035	Trở Lại Nhân Gian	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	1	4
54	0000000000000036	Phạm Giới Chi Tăng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
55	0000000000000037	Tứ Vị Danh Dược	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	3
56	0000000000000038	Danh Sư Không Tướng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	5	2
57	0000000000000039	Thần Bí Thiết Tặc	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	4	3
58	000000000000003a	Phục Hồi Cơ Quan	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
59	000000000000003b	Đệ Tử Bị Thương	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	1	3
60	000000000000003c	Khảo Nghiệm Cuối Cùng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
61	000000000000003d	Diệu Kế Bình Loạn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	2
62	000000000000003e	Thái Điệp Tiên Tử	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	3
63	000000000000003f	Kiếm Khách Si Tình	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
64	0000000000000040	Thần Bí Kim Nhân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	4	3
65	0000000000000041	Hổ Động Mê Tung	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	2
66	0000000000000042	Đêm Mưa Rả Rích	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	2	4	4
67	0000000000000043	Thù Cũ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
68	0000000000000044	Hoàng Lăng Chi Biến	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	3
69	0000000000000045	Kho Báu Đạo Mộ Tặc	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	4
70	0000000000000046	Quân Cờ Thần Bí	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	1	4
71	0000000000000047	Thử Tài	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	2
72	0000000000000048	Loạn Trong Giặc Ngoài	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	2
73	0000000000000049	Giải Cứu Thích Khách	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	4	2
74	000000000000004a	Diệt Khẩu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	2	3
75	000000000000004b	Nga My Cố Sự	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	03	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_03_Tu_Dien_So_Ca.md	1	3	2
76	000000000000004c	Cầu Thân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	4	2
77	000000000000004d	Vô Niệm Kiếp	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
78	000000000000004e	Thách Đấu Cừu Tuyết	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	6	1
79	000000000000004f	Mối Hận Đường Gia	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
80	0000000000000050	Cung Nữ Cung Thất	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
81	0000000000000051	Bạch Cốt Chi Thành	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
82	0000000000000052	Hợp Tung Liên Hoành	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
83	0000000000000053	Độc Kế	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	3	2
84	0000000000000054	Tâm Pháp Mật Tịch	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	8	3
85	0000000000000055	Khuynh Tâm Chi Giao	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	4	3
86	0000000000000056	Đường Môn Tứ Lão	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	5	2
87	0000000000000057	Hoài Nghi	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
88	0000000000000058	Ân Tình Đường Hiểu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
89	0000000000000059	Hoa Cốc Lai Khách	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
90	000000000000005a	Hộ Hoa Sứ Giả	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	3
91	000000000000005b	Toàn Thiên Yến Tử	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	1	4
92	000000000000005c	Nỗi Nhục Sư Môn	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
93	000000000000005d	Khách Phương Bắc	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	3
94	000000000000005e	Thân Thế Vinh Giảo Giảo	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	1	3
95	000000000000005f	Ân Tình Trác Vân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	4	2
96	0000000000000060	Cứu Tế Thôn Dân	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	1
97	0000000000000061	Huyền Thưởng Thông Cáo	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	1
98	0000000000000062	Bình Định Biên Giới	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	1
99	0000000000000063	Lời Nói Dối Thiện Ý	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	7	4
100	0000000000000064	Chuộc Mạng Tráng Đinh	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	6	2
102	0000000000000066	Luyện Nhật Đại Pháp	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	5	3
103	0000000000000067	Thanh Lý Môn Hộ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	2
104	0000000000000068	Hồ Điệp Mùa Thu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	5	2
105	0000000000000069	Chấn Nhiếp Chi Lực	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	3	1
106	000000000000006a	Bách Quan Phổ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	3	2
107	000000000000006b	Biên Quản Thái Học Sinh	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	1
108	000000000000006c	Lược Gia Trừng Giới	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	3	2
109	000000000000006d	Tình Hình Nguy Cấp	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	3	1
110	000000000000006e	Đổ Ước	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	04	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_04_Du_Long_Giac_Hien_The.md	1	2	1
111	000000000000006f	Tấn Lang Tửu	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
112	0000000000000070	Tiểu Mặc Nhĩ	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	4	1
113	0000000000000071	Mua Đi Bán Lại	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
114	0000000000000072	Trừng Phạt	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	2
115	0000000000000073	Kim Khoáng	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
116	0000000000000074	A Lợi Tư	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	3	1
117	0000000000000075	Gia Thù	Loại editor nhiệm vụ thông dụng	0	LOCATOR_LISTED	05	migration/source_corpus/02_Narrative_Book/01_Chinh_Tuyen/Arc_05_Nam_Bac_Doi_Dau.md	1	2	1
